,popularity,budget,profit_earned,revenue,original_title,cast,director,runtime,vote_average,release_year,genre,country,production_company
2681,0.093988,0,0,0,Deal,Burt Reynolds|Bret Harrison|Shannon Elizabeth|Maria Mason|Jennifer Tilly,Gil Cates Jr.,85,5.0,2008,Drama,United States,Andertainment Group
2682,0.093841,22000000,-22000000,0,Asylum,Sarah Roemer|Jake Muxworthy|Mark Rolston|Travis Van Winkle|Ellen Hollman,David R. Ellis,93,3.5,2008,Horror,Great Britain,Hyde Park Films
2686,0.092419,0,0,0,Miss Conception,Heather Graham|Mia Kirshner|Tom Ellis|Will Mellor|Orlando Seale,Eric Styles,104,4.6,2008,Comedy,"Great Britain, United States, Germany",CoproducciÃ³n Irlanda-Alemania
2688,0.089104,10000000,-10000000,0,Incendiary,Ewan McGregor|Michelle Williams|Matthew Macfadyen|Nicholas Gleaves|Sidney Johnston,Sharon Maguire,113,5.3,2008,Drama,Great Britain,Capitol Films
2689,0.085583,7000000,-7000000,0,The Burrowers,Doug Hutchison|Clancy Brown|William Mapother|Sean Patrick Thomas|Karl Geary,J.T. Petty,96,5.5,2008,Horror,United States,Blue Star Pictures
2690,0.161552,0,0,0,Anvil! The Story of Anvil,Steve 'Lips' Kudlow|Robb Reiner|Kevin Goocher|Glenn Gyorffy|William Howell,Sacha Gervasi,90,7.4,2008,Documentary,United States,Zootrope Films
2691,0.0769799999999999,0,0,0,Coco Chanel,Shirley MacLaine|Malcolm McDowell|Jean-Claude Dreyfus|Barbora BobuÄ¾ovÃ¡|Brigitte Boucher,Christian Duguay,139,6.1,2008,History,"Italy, France, Great Britain",France 2 CinÃ©ma
2692,0.076837,0,0,0,Princess,Nora Zehetner|Kip Pardue|Nicole Gale Anderson|Deborah Grover|Matthew Edison,Mark Rosman,89,5.0,2008,Animation,Denmark,Princessa Productions
2694,0.21029299999999998,0,0,0,Baby Blues,Colleen Porch|Aiden Kersh|Ridge Canipe|Sean Johnson|Holden Thomas Maynard,Lars Jacobson|Amardeep Kaleka,85,4.9,2008,Romantic,France,Symposium Productions
2695,0.012059,0,0,0,Fab Five: The Texas Cheerleader Scandal,Jenna Dewan|Ashley Benson|Tatum O'Neal|Aimee Spring Fortier|Jessica Heap,Tom McLoughlin,88,5.2,2008,Drama,United States,Fox
2696,0.038133,0,0,0,Somers Town,Thomas Turgoose|Piotr Jagiello|Elisa Lasowski|Kate Dickie|Perry Benson,Shane Meadows,71,6.8,2008,Comedy,Great Britain,Big Arty Productions
2697,0.06066900000000001,0,0,0,Flirting with Forty,Heather Locklear|Robert Buckley|Vanessa Williams|Cameron Bancroft|Sam Duke,Mikael Salomon,87,3.7,2008,Romantic,United States,PeaceOut Productions
2698,0.054939,0,0,0,Lake Mungo,Talia Zucker|Rosie Traynor|David Pledger|Martin Sharpe|Steve Jodrell,Joel Anderson,84,5.9,2008,Horror,Australia,Mungo Productions
2700,0.1294,3500000,-3500000,0,The Black Hole,Kristy Swanson|Judd Nelson|David Selby|Heather Dawn Rally|Jennifer Lyn Quackenbush,Tibor TakÃ¡cs,90,2.8,2006,Fantasy,United States,nu image films
2702,0.030719,0,0,0,The Wrecking Crew,Lou Adler|Herb Alpert|Hal Blaine|Glen Campbell|Al Casey,Denny Tedesco,101,6.8,2008,Spy,United States,Lunch Box Entertainment
2704,0.028143,0,0,0,Phoebe in Wonderland,Felicity Huffman|Elle Fanning|Patricia Clarkson|Bill Pullman,Daniel Barnz,96,6.9,2008,Drama,United States,Silverwood Films
2705,0.020272,0,0,0,The Cheetah Girls: One World,Sabrina Bryan|Adrienne Bailon|Kiely Williams|Roshan Seth|Michael Steger,Paul Hoen,90,4.7,2008,Comedy,United States,Walt Disney Pictures
2706,0.030366000000000004,0,0,0,The Little Mermaid: Ariel's Beginning,Jodi Benson|Samuel E. Wright|Sally Field|Jim Cummings|Parker Goris,Peggy Holmes,77,6.7,2008,Animation,United States,DisneyToon Studios
2707,0.007487000000000001,8000000,-8000000,0,Dante 01,Lambert Wilson|Linh Äan Pháº¡m|Simona Maicanescu|Dominique Pinon|Bruno Lochet,Marc Caro,82,4.5,2008,Fantasy,France,Eskwad
2708,0.002514,500000,-500000,0,How to Be,Robert Pattinson|Powell Jones|Johnny White|Mike Pearce|Jeremy Hardy,Oliver Irving,85,4.5,2008,Comedy,Great Britain,How To Be Films
2709,0.001317,0,0,0,Fuera de carta,Javier CÃ¡mara|Lola DueÃ±as|Fernando Tejero|BenjamÃ­n VicuÃ±a|Luis Varela,Nacho G. Velilla,111,5.3,2008,Comedy,Spain,TLA Releasing
2710,7.959227999999991,140000000,230569774,370569774,Captain America: The First Avenger,Chris Evans|Hugo Weaving|Tommy Lee Jones|Hayley Atwell|Sebastian Stan,Joe Johnston,124,6.5,2011,Action,United States,Marvel Studios
2711,5.903353,15000000,61175166,76175166,Drive,Ryan Gosling|Carey Mulligan|Christina Hendricks|Albert Brooks|Bryan Cranston,Nicolas Winding Refn,100,7.3,2011,Drama,United States,Bold Films
2719,4.12352,150000000,294115007,444115007,Thor,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Stellan SkarsgÃ¥rd,Kenneth Branagh,115,6.5,2011,Super-hero,United States,Marvel Studios
2720,3.1866790000000003,40000000,11070807,51070807,The Mechanic,Jason Statham|Ben Foster|Donald Sutherland|Mini Anden|Tony Goldwyn,Simon West,93,6.3,2011,Drama,United States,CBS Films
2724,2.9944740000000003,32000000,115332697,147332697,Source Code,Jake Gyllenhaal|Michelle Monaghan|Vera Farmiga|Russell Peters|Michael Arden,Duncan Jones,93,7.0,2011,Fantasy,"United States, France",The Mark Gordon Company
2725,2.9527400000000004,145000000,549713380,694713380,Mission: Impossible - Ghost Protocol,Tom Cruise|Jeremy Renner|Simon Pegg|Paula Patton|Anil Kapoor,Brad Bird,133,6.7,2011,Action,United States,Paramount Pictures
2726,2.924415,50000000,92851197,142851197,"Crazy, Stupid, Love.",Steve Carell|Julianne Moore|Ryan Gosling|Emma Stone|Marisa Tomei,Glenn Ficarra|John Requa,118,6.9,2011,Comedy,United States,Warner Bros.
2727,2.776061,90000000,142617430,232617430,The Girl with the Dragon Tattoo,Daniel Craig|Rooney Mara|Christopher Plummer|Goran Visnjic|Stellan SkarsgÃ¥rd,David Fincher,158,7.1,2011,Thriller,"United States, Sweden, Great Britain, Germany",Columbia Pictures
2728,2.754426,27000000,134849455,161849455,Limitless,Bradley Cooper|Robert De Niro|Abbie Cornish|Andrew Howard|Anna Friel,Neil Burger,105,7.0,2011,Thriller,United States,Rogue Pictures
2729,2.726573,150000000,515692281,665692281,Kung Fu Panda 2,Jack Black|Angelina Jolie|Dustin Hoffman|Gary Oldman|Jackie Chan,Jennifer Yuh,91,6.6,2011,Animation,United States,DreamWorks Animation
2730,2.686643,35000000,82000000,117000000,Horrible Bosses,Jennifer Aniston|Jason Bateman|Charlie Day|Jason Sudeikis|Colin Farrell,Seth Gordon,98,6.4,2011,Comedy,United States,New Line Cinema
2731,2.6570139999999998,110000000,189268508,299268508,Real Steel,Hugh Jackman|Dakota Goyo|Evangeline Lilly|Anthony Mackie|Kevin Durand,Shawn Levy,127,6.5,2011,Action,United States,DreamWorks SKG
2732,2.633754,35000000,115483765,150483765,Friends with Benefits,Justin Timberlake|Mila Kunis|Patricia Clarkson|Woody Harrelson|Nolan Gould,Will Gluck,109,6.5,2011,Comedy,United States,Castle Rock Entertainment
2733,2.6042490000000003,20000000,196197492,216197492,Bad Teacher,Jason Segel|Cameron Diaz|Justin Timberlake|Lucy Punch|Phyllis Smith,Jake Kasdan,92,5.4,2011,Comedy,United States,Columbia Pictures
2734,2.454226,200000000,359852396,559852396,Cars 2,Larry the Cable Guy|Owen Wilson|Michael Caine|Emily Mortimer|Eddie Izzard,John Lasseter|Brad Lewis,106,5.8,2011,Animation,United States,Walt Disney Pictures
2735,2.4198049999999998,200000000,19851172,219851172,Green Lantern,Ryan Reynolds|Blake Lively|Peter Sarsgaard|Tim Robbins|Mark Strong,Martin Campbell,114,5.1,2011,Super-hero,United States,De Line Pictures
2736,2.4115330000000004,80000000,174455986,254455986,The Hangover Part II,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Ken Jeong,Todd Phillips,102,6.1,2011,Comedy,United States,Legendary Pictures
2737,2.208685,32500000,255883523,288383523,Bridesmaids,Kristen Wiig|Rose Byrne|Maya Rudolph|Wendi McLendon-Covey|Ellie Kemper,Paul Feig,125,6.5,2011,Comedy,United States,Universal Pictures
2738,2.0267169999999997,50000000,210095987,260095987,Super 8,Joel Courtney|Elle Fanning|Riley Griffiths|Kyle Chandler|Ryan Lee,J.J. Abrams,112,6.6,2011,Fantasy,United States,Paramount Pictures
2739,1.9728259999999997,82000000,7792502,89792502,Sucker Punch,Emily Browning|Abbie Cornish|Jena Malone|Vanessa Hudgens|Jamie Chung,Zack Snyder,110,5.9,2011,Action,United States,Legendary Pictures
2740,1.888096,110000000,602171856,712171856,The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,Bill Condon,117,5.8,2011,Fantasy,United States,Summit Entertainment
2741,1.885979,6500000,11193675,17693675,Shame,Michael Fassbender|Carey Mulligan|James Badge Dale|Nicole Beharie|Alex Manette,Steve McQueen,100,6.9,2011,Drama,Great Britain,HanWay Films
2742,1.825552,55000000,132361754,187361754,Mr. Popper's Penguins,Jim Carrey|Carla Gugino|Madeline Carroll|Angela Lansbury|Ophelia Lovibond,Mark Waters,94,5.7,2011,Comedy,United States,Twentieth Century Fox Film Corporation
2743,1.821261,32000000,22674226,54674226,The Tree of Life,Brad Pitt|Sean Penn|Jessica Chastain|Hunter McCracken|Finnegan Williams,Terrence Malick,139,6.5,2011,Drama,United States,Fox Searchlight
2744,1.710793,90000000,394635760,484635760,Rio,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jane Lynch|Will.i.am,Carlos Saldanha,96,6.5,2011,Animation,United States,Blue Sky Studios
2745,1.6444720000000002,15000000,118432856,133432856,The Artist,Jean Dujardin|BÃ©rÃ©nice Bejo|John Goodman|James Cromwell|Penelope Ann Miller,Michel Hazanavicius,100,7.2,2011,Comedy,France,France 3 CinÃ©ma
2746,1.64314,80000000,89852759,169852759,Zookeeper,Kevin James|Rosario Dawson|Sylvester Stallone|Nick Nolte|Jon Favreau,Frank Coraci,102,5.4,2011,Comedy,United States,Columbia Pictures
2747,1.6402560000000002,163000000,11822325,174822325,Cowboys & Aliens,Daniel Craig|Olivia Wilde|Harrison Ford|Sam Rockwell|Walton Goggins,Jon Favreau,119,5.4,2011,Action,United States,Imagine Entertainment
2748,1.592819,66000000,111584879,177584879,War Horse,Tom Hiddleston|Benedict Cumberbatch|Toby Kebbell|Emily Watson|Jeremy Irvine,Steven Spielberg,146,6.9,2011,Drama,"Great Britain, United States",DreamWorks SKG
2749,1.531633,8000000,31187783,39187783,50/50,Joseph Gordon-Levitt|Seth Rogen|Anna Kendrick|Bryce Dallas Howard|Anjelica Huston,Jonathan Levine,100,6.8,2011,Comedy,United States,Summit Entertainment
2750,1.499109,135000000,110724603,245724603,Rango,Johnny Depp|Isla Fisher|Ned Beatty|Bill Nighy|Alfred Molina,Gore Verbinski,107,6.5,2011,Animation,United States,Paramount Pictures
2751,1.493933,52000000,23450437,75450437,The Change-Up,Olivia Wilde|Ryan Reynolds|Jason Bateman|Leslie Mann|Mircea Monroe,David Dobkin,112,5.9,2011,Comedy,United States,Universal Pictures
2752,1.482692,40000000,45412898,85412898,The Lincoln Lawyer,Matthew McConaughey|Marisa Tomei|Ryan Phillippe|William H. Macy|Josh Lucas,Brad Furman,119,6.9,2011,Thriller,United States,Lakeshore Entertainment
2753,1.4810159999999999,57000000,92217355,149217355,Ghost Rider: Spirit of Vengeance,Nicolas Cage|CiarÃ¡n Hinds|Violante Placido|Fergus Riordan|Johnny Whitworth,Mark Neveldine|Brian Taylor,95,4.7,2011,Action,United States,Columbia Pictures
2754,1.4703629999999999,15000000,44389433,59389433,One Day,Anne Hathaway|Jim Sturgess|Patricia Clarkson|Romola Garai|Heida Reed,Lone Scherfig,107,6.9,2011,Romantic,United States,Film 4
2755,1.46909,66000000,-8222894,57777106,Killer Elite,Jason Statham|Clive Owen|Robert De Niro|Dominic Purcell|Yvonne Strahovski,Gary McKendry,116,6.0,2011,Action,"United States, Australia",Current Entertainment
2756,1.425344,30000000,-15540000,14460000,Winnie the Pooh,Jim Cummings|Travis Oates|Jim Cummings|Bud Luckey|Craig Ferguson,Stephen Anderson|Don Hall,63,6.8,2011,Animation,United States,Walt Disney Pictures
2757,1.407986,75000000,57274484,132274484,The Three Musketeers,Milla Jovovich|Orlando Bloom|Logan Lerman|Ray Stevenson|Matthew Macfadyen,Paul W.S. Anderson,110,5.5,2011,Adventure,United States,Impact Pictures
2772,1.401424,0,0,0,Page Eight,Ralph Fiennes|Rachel Weisz|Bill Nighy|Michael Gambon|Felicity Jones,David Hare,99,6.5,2011,Thriller,Great Britain,Heyday Films
2773,1.388994,8000000,-6250543,1749457,Chalet Girl,Felicity Jones|Ed Westwick|Brooke Shields|Bill Nighy|Tamsin Egerton,Phil Traill,96,6.2,2011,Comedy,"Great Britain, Germany, Austria",UK Film Council
2774,1.36998,0,0,0,Wrong Turn 4: Bloody Beginnings,Jennifer Pudavick|Tenika Davis|Kaitlyn Wong|Terra Vnesa|Ali Tataryn,Declan O'Brien,93,5.1,2011,Horror,"United States, Germany",Summit Entertainment
2775,1.3677270000000001,30000000,121119219,151119219,Midnight in Paris,Owen Wilson|Rachel McAdams|Kurt Fuller|Mimi Kennedy|Michael Sheen,Woody Allen,94,7.2,2011,Comedy,"Spain, United States",Gravier Productions
2776,1.344998,60000000,18309131,78309131,Priest,Paul Bettany|Cam Gigandet|Karl Urban|Lily Collins|Maggie Q,Scott Stewart,87,5.3,2011,Horror,United States,Screen Gems
2777,1.2851059999999999,12000000,10939027,22939027,Young Adult,Charlize Theron|Patton Oswalt|Patrick Wilson|Elizabeth Reaser|Collette Wolfe,Jason Reitman,94,5.2,2011,Comedy,United States,Paramount Pictures
2778,1.246852,25000000,-1942885,23057115,Warrior,Tom Hardy|Jennifer Morrison|Nick Nolte|Joel Edgerton|Frank Grillo,Gavin O'Connor,140,7.6,2011,Action,United States,Solaris Film
2779,1.2465950000000001,35000000,47087155,82087155,Abduction,Taylor Lautner|Lily Collins|Alfred Molina|Jason Isaacs|Maria Bello,John Singleton,106,5.5,2011,Action,United States,Lions Gate Films
2780,1.246283,30000000,100786397,130786397,Unknown,Liam Neeson|Diane Kruger|January Jones|Aidan Quinn|Bruno Ganz,Jaume Collet-Serra,113,6.4,2011,Thriller,United States,Studio Babelsberg
2784,1.240414,75000000,151904017,226904017,Immortals,Mickey Rourke|Kellan Lutz|Isabel Lucas|Henry Cavill|Luke Evans,Tarsem Singh,110,5.6,2011,Action,United States,Virgin Produced
2785,1.22871,250000,3292353,3542353,Like Crazy,Anton Yelchin|Felicity Jones|Jennifer Lawrence|Charlie Bewley|Alex Kingston,Drake Doremus,90,6.4,2011,Drama,United States,Paramount Vantage
2786,1.21550499999999,30000000,6160375,36160375,Larry Crowne,Tom Hanks|Julia Roberts|Bryan Cranston|Cedric the Entertainer|Pam Grier,Tom Hanks,98,5.6,2011,Comedy,United States,Universal Pictures
2787,1.21340499999999,40000000,57552050,97552050,Paul,Seth Rogen|Simon Pegg|Nick Frost|Jason Bateman|Kristen Wiig,Greg Mottola,104,6.4,2011,Comedy,"Spain, France, Great Britain, United States",Universal Pictures
2788,1.2120030000000002,7000000,-7000000,0,Catch .44,Bruce Willis|Malin Ã…kerman|Nikki Reed|Deborah Ann Woll|Forest Whitaker,Aaron Harvey,93,4.9,2011,Action,United States,Benaroya Pictures
2789,1.205338,40000000,20965854,60965854,Colombiana,Zoe Saldana|Cliff Curtis|Callum Blue|Michael Vartan|Lennie James,Olivier Megaton,108,6.5,2011,Action,"United States, France",TF1 Films Production
2790,1.19533,70000000,132466756,202466756,Battle: Los Angeles,Aaron Eckhart|RamÃ³n RodrÃ­guez|Will Rothhaar|Cory Hardrict|Jim Parrack,Jonathan Liebesman,116,5.5,2011,Action,United States,Columbia Pictures
2791,1.176723,47000000,110887643,157887643,Final Destination 5,Emma Bell|Nicholas D'Agosto|Miles Fisher|Ellen Wroe|Jacqueline MacInnes Wood,Steven Quale,92,5.9,2011,Horror,United States,New Line Cinema
2792,1.128994,30000000,-27472096,2527904,Machine Gun Preacher,Gerard Butler|Michelle Monaghan|Justin Michael Brandt|Richard Goteri|Peter Carey,Marc Forster,129,6.4,2011,Action,United States,Mpower Pictures
2793,1.123666,79000000,70673788,149673788,Jack and Jill,Adam Sandler|Katie Holmes|Al Pacino|Eugenio Derbez|Tim Meadows,Dennis Dugan,91,4.2,2011,Comedy,United States,Columbia Pictures
2794,1.120851,20000000,10426096,30426096,What's Your Number?,Chris Evans|Anna Faris|Martin Freeman|Chris Pratt|Ari Graynor,Mark Mylod,106,6.2,2011,Comedy,United States,Regency Enterprises
2795,1.11981,40000000,48100000,88100000,Season of the Witch,Nicolas Cage|Ron Perlman|Ulrich Thomsen|Christopher Lee|Fernanda Dorogi,Dominic Sena,95,5.2,2011,Adventure,United States,Atlas Entertainment
2796,1.116674,6400000,28657696,35057696,My Week with Marilyn,Michelle Williams|Eddie Redmayne|Kenneth Branagh|Julia Ormond|Judi Dench,Simon Curtis,99,6.7,2011,Comedy,Great Britain,BBC Films
2797,1.114169,6000000,-6000000,0,Hostel: Part III,Kip Pardue|Brian Hallisay|John Hensley|Sarah Habel|Chris Coy,Scott Spiegel,88,4.9,2011,Horror,United States,Raw Nerve
2798,1.111078,50000000,70081841,120081841,We Bought a Zoo,Matt Damon|Scarlett Johansson|Thomas Haden Church|Colin Ford|Maggie Elizabeth Jones,Cameron Crowe,124,6.4,2011,Comedy,United States,Twentieth Century Fox Film Corporation
2799,1.109807,0,201146,201146,10 Years,Kate Mara|Channing Tatum|Rosario Dawson|Chris Pratt|Justin Long,Jamie Linden,100,5.6,2011,Drama,United States,Anchor Bay Films
2800,1.107689,30000000,34626786,64626786,The Darkest Hour,Emile Hirsch|Rachael Taylor|Olivia Thirlby|Joel Kinnaman|Max Minghella,Chris Gorak,89,4.7,2011,Action,United States,Summit Entertainment
2801,1.105855,25000000,99272124,124272124,The Help,Emma Stone|Viola Davis|Octavia Spencer|Bryce Dallas Howard|Jessica Chastain,Tate Taylor,146,7.6,2011,Drama,"United States, United Arab Emirates",DreamWorks SKG
2802,1.102011,25000000,52278331,77278331,The Grey,Liam Neeson|Dermot Mulroney|Frank Grillo|Dallas Roberts|Joe Anderson,Joe Carnahan,117,6.3,2011,Action,United States,Scott Free Productions
2803,1.081676,50000000,60206216,110206216,Moneyball,Brad Pitt|Jonah Hill|Robin Wright|Philip Seymour Hoffman|Chris Pratt,Bennett Miller,133,6.9,2011,Drama,United States,Columbia Pictures
2804,1.079441,7000000,-961058,6038942,We Need to Talk About Kevin,John C. Reilly|Tilda Swinton|Ezra Miller|Siobhan Fallon|Jasper Newell,Lynne Ramsay,112,7.3,2011,Drama,"Great Britain, United States",BBC Films
2805,1.074793,16000000,24492759,40492759,The Roommate,Minka Kelly|Leighton Meester|Cam Gigandet|Aly Michalka|Matt Lanter,Christian E. Christiansen,91,5.5,2011,Horror,United States,Vertigo Entertainment
2806,1.071695,130000000,424987477,554987477,Puss in Boots,Antonio Banderas|Salma Hayek|Zach Galifianakis|Billy Bob Thornton|Amy Sedaris,Chris Miller,90,6.9,2011,Animation,United States,DreamWorks
2807,1.055533,35000000,24901913,59901913,Something Borrowed,Kate Hudson|Ginnifer Goodwin|John Krasinski|Colin Egglesfield|Ashley Williams,Luke Greenfield,112,6.0,2011,Comedy,United States,Alcon Entertainment
2808,1.0542559999999999,90000000,-41204979,48795021,Conan the Barbarian,Jason Momoa|Rose McGowan|Rachel Nichols|Ron Perlman|Stephen Lang,Marcus Nispel,113,5.2,2011,Fantasy,United States,Dark Horse Entertainment
2812,1.052549,0,0,0,A Cinderella Story: Once Upon a Song,Lucy Hale|Missi Pyle|Megan Park|Freddie Stroma|Titus Makin Jr.,Damon Santostefano,88,6.1,2011,Comedy,United States,Warner Premiere
2813,1.0488950000000001,45000000,115078586,160078586,Johnny English Reborn,Rowan Atkinson|Dominic West|Gillian Anderson|Rosamund Pike|Roger Barclay,Oliver Parker,101,6.0,2011,Comedy,"United States, France, Great Britain",Universal Pictures
2814,1.045866,60000000,75458097,135458097,Contagion,Matt Damon|Gwyneth Paltrow|Kate Winslet|Jude Law|Marion Cotillard,Steven Soderbergh,106,6.1,2011,Action,United States,Double Feature Films
2816,1.038162,41000000,-33551615,7448385,The Big Year,Owen Wilson|Steve Martin|Jack Black|Rashida Jones|Jim Parsons,David Frankel,100,5.4,2011,Comedy,United States,Ingenious Media
2817,1.029084,17000000,26165571,43165571,Beastly,Alex Pettyfer|Vanessa Hudgens|Mary-Kate Olsen|Lisa Gay Hamilton|Neil Patrick Harris,Daniel Barnz,86,6.0,2011,Fantasy,United States,CBS Films
2818,1.013771,35000000,-6871330,28128670,The Thing,Mary Elizabeth Winstead|Joel Edgerton|Ulrich Thomsen|Eric Christian Olsen|Adewale Akinnuoye-Agbaje,Matthijs van Heijningen Jr.,103,6.0,2011,Fantasy,United States,Universal Pictures
2822,1.013101,75000000,77930623,152930623,Tower Heist,Ben Stiller|Eddie Murphy|Casey Affleck|Alan Alda|Matthew Broderick,Brett Ratner,104,5.8,2011,Action,United States,Universal Pictures
2823,1.011185,56000000,86044638,142044638,New Year's Eve,Robert De Niro|Katherine Heigl|Ashton Kutcher|Carla Gugino|Lea Michele,Garry Marshall,118,5.6,2011,Comedy,United States,New Line Cinema
2824,1.004841,49900000,-23778362,26121638,Your Highness,Danny McBride|James Franco|Natalie Portman|Zooey Deschanel|Justin Theroux,David Gordon Green,102,5.1,2011,Adventure,United States,Universal Pictures
2825,0.982341,4000000,-4000000,0,Samsara,Marcos Luna|Putu Dinda Pratika|Puti Sri Candra Dewi|Ni Made Megahadi Pratiwi,Ron Fricke,102,7.9,2011,Drama,"France, Germany",Magidson Films
2827,0.9803069999999999,0,0,0,Tom and Jerry & The Wizard of Oz,Laraine Newman,Spike Brandt,59,6.0,2011,Animation,United States,Warner Bros. Home Video
2829,0.954335,0,0,0,Honey 2,Kat Graham|Audrina Patridge|Seychelle Gabriel|Melissa Molinaro|Mario LÃ³pez,Bille Woodruff,110,5.8,2011,Musical,United States,Universal Pictures
2830,0.9416040000000001,5000000,20562924,25562924,Apollo 18,Ryan Robbins|Warren Christie|Lloyd Owen|Andrew Airlie|Michael Kopsa,Gonzalo LÃ³pez-Gallego,86,4.9,2011,Horror,"United States, Canada",Bazelevs Production
2831,0.9348799999999999,17000000,7922237,24922237,Fright Night,Anton Yelchin|Colin Farrell|Toni Collette|Christopher Mintz-Plasse|David Tennant,Craig Gillespie,106,6.1,2011,Horror,United States,Touchstone Pictures
2835,0.929466,40000000,57138686,97138686,Scream 4,David Arquette|Neve Campbell|Courteney Cox|Emma Roberts|Hayden Panettiere,Wes Craven,111,6.0,2011,Horror,United States,Dimension Films
2836,0.9216530000000001,150000000,-111007242,38992758,Mars Needs Moms,Seth Green|Joan Cusack|Dan Fogler|Breckin Meyer|Elisabeth Harnois,Simon Wells,88,5.5,2011,Animation,United States,Walt Disney Animation Studios
2837,0.9197299999999999,14350531,-10385849,3964682,Attack the Block,Nick Frost|Jodie Whittaker|John Boyega|Luke Treadaway|Flaminia Cinque,Joe Cornish,88,6.4,2011,Action,Great Britain,UK Film Council
2838,0.917718,21000000,51417394,72417394,Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon|Devon Bostick|Rachael Harris|Robert Capron|Steve Zahn,David Bowers,99,6.4,2011,Comedy,United States,Fox 2000 Pictures
2839,0.9076219999999999,0,0,0,Battle of Los Angeles,Kel Mitchell|Nia Peeples|Dylan Vox|Gerald Webb|Theresa June-Tao,Mark Atkins,91,3.9,2011,Fantasy,United States,The Asylum
2840,0.9033120000000001,21000000,-20029184,970816,The Beaver,Jodie Foster|Mel Gibson|Jennifer Lawrence|Anton Yelchin|Zachary Booth,Jodie Foster,91,6.0,2011,Drama,United States,Summit Entertainment
2841,0.897265,25000000,-14675559,10324441,Straw Dogs,James Marsden|Kate Bosworth|Alexander SkarsgÃ¥rd|Laz Alonso|Dominic Purcell,Rod Lurie,110,5.3,2011,Drama,United States,Battleplan Productions
2845,0.8958290000000001,10000000,126836156,136836156,The Best Exotic Marigold Hotel,Bill Nighy|Maggie Smith|Tom Wilkinson|Judi Dench|Dev Patel,John Madden,124,6.8,2011,Comedy,United States,Participant Media
2846,0.8790030000000001,110000000,453749323,563749323,The Smurfs,Neil Patrick Harris|Jayma Mays|Anton Yelchin|Hank Azaria|Alan Cumming,Raja Gosnell,103,5.5,2011,Animation,"United States, Belgium",Columbia Pictures
2847,0.8767309999999989,0,908000,908000,Perfect Sense,Ewan McGregor|Eva Green|Ewen Bremner|Stephen Dillane|Denis Lawson,David Mackenzie,92,6.7,2011,Drama,"Germany, Great Britain, Sweden, Denmark",Zentropa Entertainments
2848,0.8638040000000001,30000000,33782078,63782078,Hanna,Saoirse Ronan|Eric Bana|Vicky Krieps|Cate Blanchett|Tom Hollander,Joe Wright,111,6.5,2011,Action,"United States, Great Britain, Germany",Focus Features
2849,0.859651,0,15699707,15699707,Hodejegerne,Aksel Hennie|Nikolaj Coster-Waldau|SynnÃ¸ve Macody Lund|Julie R. Ã˜lgaard|Eivind Sander,Morten Tyldum,100,7.0,2011,Action,"Norway, Denmark, Germany",Nordisk Film
2850,0.854834,0,68945,68945,Puncture,Chris Evans|Michael Biehn|Vinessa Shaw|Kate Burton|Brett Cullen,Adam Kassen|Mark Kassen,100,6.6,2011,Drama,United States,Cherry Sky Films
2851,0.852907,12468389,16539023,29007412,A Few Best Men,Rebel Wilson|Xavier Samuel|Olivia Newton-John|Kris Marshall|Kevin Bishop,Stephan Elliott,97,5.7,2011,Comedy,"Australia, Great Britain",Parabolic Pictures
2852,0.8476360000000001,0,864659,864659,Submarine,Craig Roberts|Sally Hawkins|Paddy Considine|Noah Taylor|Gemma Chan,Richard Ayoade,97,7.4,2011,Comedy,"Great Britain, United States",Film4
2853,0.8461879999999989,5000000,-1857846,3142154,Flypaper,Patrick Dempsey|Ashley Judd|Tim Blake Nelson|Mekhi Phifer|Matt Ryan,Rob Minkoff,87,6.1,2011,Comedy,United States,Rising Star
2854,0.846125,3500000,16004039,19504039,Margin Call,Kevin Spacey|Paul Bettany|Jeremy Irons|Zachary Quinto|Ashley Williams,J.C. Chandor,107,6.6,2011,Thriller,United States,Benaroya Pictures
2855,0.815155,15774948,-15033073,741875,Blitz,Jason Statham|Paddy Considine|Aidan Gillen|Zawe Ashton|Luke Evans,Elliott Lester,97,6.0,2011,Thriller,Great Britain,Davis-Films
2856,0.8122520000000001,0,6861102,6861102,Cedar Rapids,Anne Heche|Ed Helms|Sigourney Weaver|John C. Reilly|Rob Corddry,Miguel Arteta,87,5.7,2011,Comedy,United States,Ad Hominem Enterprises
2857,0.8083359999999989,20000000,157243185,177243185,The Descendants,George Clooney|Shailene Woodley|Amara Miller|Nick Krause|Robert Forster,Alexander Payne,115,6.6,2011,Drama,United States,Fox Searchlight Pictures
2858,0.8067350000000001,63000000,120953723,183953723,Hop,Russell Brand|James Marsden|Kaley Cuoco|Hank Azaria|Elizabeth Perkins,Tim Hill,95,5.4,2011,Comedy,United States,Universal Pictures
2859,0.806361,45000000,-21000000,24000000,The Rum Diary,Johnny Depp|Amber Heard|Aaron Eckhart|Michael Rispoli|Giovanni Ribisi,Bruce Robinson,120,5.5,2011,Adventure,United States,FilmEngine
